     0.00000000E+000    -0.17079836E+000    -0.18031670E-011    -0.72799078E-001     0.38198107E-010     0.12229801E+000     0.97131665E-011
     0.46619117E-002     0.81465184E-001     0.45725244E-001     0.35530123E-001     0.19404996E-001    -0.58802386E-001    -0.20017257E-001
     0.93238235E-002    -0.17007502E-001     0.39085462E-002    -0.14821210E-001     0.74340787E-003     0.85494082E-002    -0.13274055E-001
     0.13985735E-001     0.53357692E-002    -0.35381589E-002     0.55155304E-002     0.34914348E-002    -0.87440341E-003     0.11931883E-001
     0.18647647E-001     0.52907136E-003     0.36839082E-002     0.33708886E-003     0.18581015E-002     0.42184217E-003    -0.41931774E-002
     0.23309559E-001     0.34416491E-003     0.12698368E-002     0.80812808E-003     0.10879079E-002     0.82830251E-003    -0.26629410E-003
     0.27971470E-001     0.53360197E-003     0.10948777E-002     0.60044507E-003     0.96820145E-003     0.43804422E-003    -0.66880341E-003
     0.32633382E-001     0.42694936E-003     0.80931956E-003     0.56289535E-003     0.76538088E-003     0.51813462E-003    -0.58246937E-003
     0.37295294E-001     0.47724670E-003     0.47221158E-003     0.53891453E-003     0.65060454E-003     0.52454051E-003    -0.47909862E-003
     0.41957206E-001     0.39134503E-003     0.31421703E-003     0.50362072E-003     0.49865332E-003     0.52053400E-003    -0.44185051E-003
     0.46619117E-001     0.40537021E-003     0.24869588E-004     0.50953017E-003     0.40182277E-003     0.52985848E-003    -0.39193945E-003
     0.51281029E-001     0.39062569E-003    -0.13704123E-003     0.50002927E-003     0.32350342E-003     0.52792094E-003    -0.36852556E-003
     0.55942941E-001     0.35620391E-003    -0.33705461E-003     0.45580342E-003     0.23041433E-003     0.53968315E-003    -0.30276778E-003
     0.60604853E-001     0.37820639E-003    -0.50639978E-003     0.50443110E-003     0.16034452E-003     0.53279977E-003    -0.29117615E-003
     0.65266764E-001     0.35540950E-003    -0.65490716E-003     0.49092047E-003     0.11057633E-003     0.56124429E-003    -0.28150952E-003
     0.69928676E-001     0.37097373E-003    -0.88844955E-003     0.50998759E-003     0.33844333E-004     0.57615120E-003    -0.22688464E-003
     0.74590588E-001     0.34385305E-003    -0.10173095E-002     0.48287144E-003    -0.45672394E-004     0.56601945E-003    -0.21588168E-003
     0.79252500E-001     0.34587967E-003    -0.12204916E-002     0.50152916E-003    -0.78896842E-004     0.58845140E-003    -0.20905712E-003
     0.83914411E-001     0.33546083E-003    -0.13729301E-002     0.51100255E-003    -0.15483974E-003     0.59926233E-003    -0.17818014E-003
     0.88576323E-001     0.33505707E-003    -0.15761571E-002     0.51721301E-003    -0.20856126E-003     0.60563269E-003    -0.16437396E-003
     0.93238235E-001     0.32523216E-003    -0.17586273E-002     0.53085303E-003    -0.27091282E-003     0.62812799E-003    -0.14078597E-003
     0.97900147E-001     0.32269051E-003    -0.19612569E-002     0.52774611E-003    -0.32408351E-003     0.64455316E-003    -0.13813532E-003
     0.10256206E+000     0.30200736E-003    -0.21590116E-002     0.55354337E-003    -0.39732346E-003     0.65201265E-003    -0.10922498E-003
     0.10722397E+000     0.28626237E-003    -0.24066683E-002     0.56042612E-003    -0.45495262E-003     0.68184601E-003    -0.93219962E-004
     0.11188588E+000     0.30751971E-003    -0.26314557E-002     0.57969701E-003    -0.51941586E-003     0.69851297E-003    -0.83022091E-004
     0.11654779E+000     0.26527394E-003    -0.28650464E-002     0.59339632E-003    -0.60008340E-003     0.73261193E-003    -0.52950514E-004
     0.12120971E+000     0.25499569E-003    -0.31539023E-002     0.62029128E-003    -0.66399274E-003     0.72871918E-003    -0.35908555E-004
     0.12587162E+000     0.23524807E-003    -0.34499061E-002     0.63476368E-003    -0.75177606E-003     0.78024245E-003    -0.27369471E-004
     0.13053353E+000     0.21182646E-003    -0.37629777E-002     0.66375039E-003    -0.83123642E-003     0.80679239E-003     0.87170792E-005
     0.13519544E+000     0.17202308E-003    -0.41196057E-002     0.68053040E-003    -0.93262933E-003     0.84137941E-003     0.19266300E-004
     0.13985735E+000     0.13546566E-003    -0.45118264E-002     0.72698946E-003    -0.10257608E-002     0.89146239E-003     0.60590775E-004
     0.14451926E+000     0.78843897E-004    -0.49582152E-002     0.75473434E-003    -0.11435101E-002     0.92219390E-003     0.81721412E-004
     0.14918118E+000     0.24160885E-004    -0.54477996E-002     0.79518703E-003    -0.12623684E-002     0.99919978E-003     0.14024530E-003
     0.15384309E+000    -0.20905039E-004    -0.60221916E-002     0.82260644E-003    -0.14013888E-002     0.10409389E-002     0.18752231E-003
     0.15850500E+000    -0.80946717E-004    -0.66268578E-002     0.89065402E-003    -0.15909763E-002     0.10711997E-002     0.25585889E-003
     0.16316691E+000    -0.21055446E-003    -0.72239876E-002     0.96743925E-003    -0.17655585E-002     0.11401233E-002     0.21647039E-003
     0.16782882E+000    -0.46239634E-003    -0.80557059E-002     0.10454650E-002    -0.19750361E-002     0.12817458E-002     0.28294179E-003
     0.17249073E+000    -0.73592242E-003    -0.90306515E-002     0.11408453E-002    -0.22280926E-002     0.14243452E-002     0.36671867E-003
     0.17715265E+000    -0.11048864E-002    -0.10184652E-001     0.12638582E-002    -0.25310500E-002     0.15840569E-002     0.47235279E-003
     0.18181456E+000    -0.16252259E-002    -0.11562529E-001     0.14215016E-002    -0.28983599E-002     0.17865346E-002     0.60022961E-003
     0.18647647E+000    -0.23773590E-002    -0.13233575E-001     0.16241408E-002    -0.33550688E-002     0.20495236E-002     0.75528586E-003
     0.19113838E+000    -0.34980126E-002    -0.15266376E-001     0.19167328E-002    -0.39308481E-002     0.24219282E-002     0.93043189E-003
     0.19580029E+000    -0.53353112E-002    -0.17415349E-001     0.22521739E-002    -0.46491081E-002     0.32076902E-002     0.11006418E-002
     0.20046220E+000    -0.14118118E-001    -0.26725829E-001     0.26104307E-002    -0.62184249E-002     0.48527769E-002     0.29414311E-002
     0.20512412E+000     0.91880297E-001    -0.61314822E-001     0.94101375E-002    -0.10195483E-001    -0.78382362E-002     0.79853498E-002
     0.20978603E+000    -0.17261534E+000     0.69656621E+000     0.32826148E-001     0.32483531E-001     0.39950849E-001    -0.82453885E-001
     0.21444794E+000    -0.17700145E+001    -0.14351924E+001    -0.22708348E+000    -0.17630421E+000     0.92312994E-001     0.27782809E+000
     0.21910985E+000     0.36208398E+001    -0.18790261E+001     0.35631441E+000    -0.64288355E-001     0.26715352E-001    -0.92664526E-001
     0.22377176E+000    -0.38223804E+000     0.34077884E+001    -0.22009020E+000     0.22116668E+000    -0.42686594E+000    -0.26565776E+000
     0.22843368E+000    -0.14143148E+001    -0.49549712E+000    -0.34383445E-001    -0.31625288E-001     0.26528422E+000     0.37069250E-001
     0.23309559E+000     0.26815787E+000    -0.25340475E+000     0.15557308E-001    -0.76973645E-003    -0.41578362E-001     0.56103015E-001
     0.23775750E+000    -0.60452333E-002     0.86162756E-001    -0.42219893E-002     0.11886713E-001    -0.13276461E-002    -0.86559759E-002
     0.24241941E+000    -0.18962641E-001     0.22360285E-001    -0.19581130E-002     0.40240265E-002     0.16769001E-002     0.14524981E-002
     0.24708132E+000    -0.13285381E-001     0.23348673E-001    -0.10976398E-003     0.37502862E-002     0.19206196E-003     0.52091377E-003
     0.25174323E+000    -0.13858008E-001     0.18662012E-001     0.11795434E-002     0.48642738E-002     0.25676524E-003     0.69020017E-003
     0.25640515E+000    -0.11042600E-001     0.17147693E-001     0.13285594E-002     0.56563219E-002    -0.45922395E-003     0.23036342E-003
     0.26106706E+000    -0.90005891E-002     0.14563299E-001    -0.10644847E-002     0.65955577E-002    -0.91558310E-003    -0.74090155E-003
     0.26572897E+000    -0.67330404E-002     0.15067137E-001    -0.23798521E-002     0.55169546E-002     0.22901469E-003    -0.93554856E-003
     0.27039088E+000    -0.78875108E-002     0.15135097E-001    -0.32413695E-002     0.39179976E-002    -0.62991796E-003    -0.92737379E-003
     0.27505279E+000    -0.78219513E-002     0.14114282E-001    -0.20148096E-002     0.21385108E-002     0.59892122E-003    -0.21992913E-002
     0.27971470E+000    -0.80481998E-002     0.11952196E-001    -0.72950115E-003     0.14737675E-002     0.15295053E-002    -0.13028318E-002
     0.28437662E+000    -0.88083849E-002     0.12036530E-001    -0.94203755E-004     0.40171449E-002     0.21829786E-002    -0.17720089E-002
     0.28903853E+000    -0.11535076E-001     0.65824637E-002    -0.16740038E-002     0.26138189E-002     0.46002700E-002     0.14510188E-002
     0.29370044E+000    -0.48867258E-002     0.54694265E-002    -0.13423099E-002     0.24939960E-002     0.66727954E-003     0.25138909E-002
     0.29836235E+000    -0.40847454E-002     0.63262622E-002    -0.16874596E-002     0.14950206E-002    -0.21203013E-003     0.14003574E-002
     0.30302426E+000    -0.29365538E-002     0.73749908E-002    -0.64624355E-003     0.14766081E-002    -0.32114853E-004     0.44421384E-003
     0.30768617E+000    -0.28008014E-002     0.81637776E-002    -0.51225919E-003     0.15763314E-002    -0.52186199E-004     0.78086021E-003
     0.31234809E+000    -0.32841146E-002     0.93658510E-002    -0.39081039E-003     0.16144767E-002    -0.26518737E-003    -0.35721278E-004
     0.31701000E+000    -0.57299591E-002     0.99378851E-002     0.14307654E-003     0.16605849E-002     0.92377101E-003    -0.13048224E-003
     0.32167191E+000    -0.62951265E-002     0.69554720E-002    -0.48261849E-003     0.26060423E-002     0.35638625E-003     0.12955131E-002
     0.32633382E+000    -0.51085453E-002     0.67068336E-002    -0.46766771E-003     0.25686271E-002    -0.47055573E-003     0.44235319E-003
     0.33099573E+000    -0.68319168E-002     0.70630311E-002    -0.17541479E-002     0.28251686E-002     0.39858967E-003     0.20644956E-003
     0.33565765E+000    -0.52873355E-002     0.37546469E-002    -0.16522682E-002     0.12244130E-002    -0.98355972E-005     0.28771745E-003
     0.34031956E+000    -0.47780776E-002     0.46006091E-002    -0.12197408E-002     0.10351786E-002     0.18390693E-003     0.40190959E-003
     0.34498147E+000    -0.39749393E-002     0.42969460E-002    -0.73671243E-003     0.12246178E-002     0.26494763E-003     0.15051739E-003
     0.34964338E+000    -0.31200319E-002     0.50183927E-002    -0.83053517E-003     0.16104863E-002     0.29089146E-003     0.55414534E-003
     0.35430529E+000    -0.42098708E-002     0.57903800E-002    -0.14733946E-002     0.11713484E-002     0.18702788E-004     0.10138091E-002
     0.35896720E+000    -0.54445415E-002     0.54979132E-002    -0.89606438E-003     0.52956312E-003    -0.48060734E-003     0.88806502E-003
     0.36362912E+000    -0.56316476E-002     0.38856299E-002    -0.29113941E-003     0.17621571E-002    -0.10381920E-002    -0.12477684E-003
     0.36829103E+000    -0.62455947E-002     0.28861501E-002    -0.21615293E-002     0.13219443E-002     0.12037017E-003    -0.32323596E-003
     0.37295294E+000    -0.40391136E-002     0.17255867E-002    -0.14006969E-002     0.26535161E-003     0.23818979E-003    -0.14042635E-004
