     0.00000000E+000    -0.00000000E+000    -0.00000000E+000    -0.00000000E+000
     0.10000000E-002     0.16718397E-015    -0.21071469E-015    -0.61582683E-016
     0.20000000E-002    -0.22399617E-015    -0.23483819E-015    -0.88037216E-016
     0.30000000E-002    -0.61040582E-016    -0.19044011E-015    -0.14867122E-015
     0.40000000E-002    -0.18756698E-016    -0.72858386E-016    -0.11058862E-015
     0.50000000E-002     0.86085652E-016    -0.61799524E-017    -0.16257612E-015
     0.60000000E-002     0.31674966E-015    -0.51933284E-016    -0.30715448E-015
     0.70000000E-002     0.82453575E-016     0.24340339E-016     0.82724626E-016
     0.80000000E-002     0.59913012E-015     0.59690751E-015    -0.14270811E-015
     0.90000000E-002     0.63677904E-015     0.69567832E-015    -0.12847796E-016
     0.10000000E-001     0.52860277E-015     0.76414569E-015     0.10413762E-015
     0.11000000E-001     0.63803943E-015     0.88297425E-015     0.13595895E-015
     0.12000000E-001     0.77315812E-015     0.96564466E-015     0.16473097E-015
     0.13000000E-001     0.10234597E-014     0.13035905E-014     0.10581813E-015
     0.14000000E-001     0.52193493E-015     0.60888794E-015     0.36660264E-015
     0.15000000E-001    -0.39654694E-016     0.11481701E-014     0.84604361E-015
     0.16000000E-001     0.59457647E-015     0.11879061E-014     0.51030008E-015
     0.17000000E-001     0.22312881E-015     0.10919542E-014     0.33127797E-015
     0.18000000E-001    -0.39410749E-015     0.11307144E-014     0.62891858E-015
     0.19000000E-001    -0.67372323E-015     0.96114523E-015     0.10153824E-014
     0.20000000E-001    -0.45943067E-015     0.14250753E-014     0.10080370E-014
     0.21000000E-001    -0.60747848E-015     0.14873085E-014     0.11807233E-014
     0.22000000E-001    -0.13740094E-014     0.13073310E-014     0.16827360E-014
     0.23000000E-001    -0.24061699E-014     0.13564453E-014     0.21123511E-014
     0.24000000E-001    -0.22781256E-014     0.17861147E-014     0.21038401E-014
     0.25000000E-001    -0.15313271E-014     0.19716217E-014     0.22132361E-014
     0.26000000E-001    -0.82637890E-015     0.16254359E-014     0.19054311E-014
     0.27000000E-001    -0.10538445E-014     0.15467228E-014     0.16501828E-014
     0.28000000E-001    -0.39985376E-015     0.13104752E-014     0.10259805E-014
     0.29000000E-001    -0.84285877E-015     0.12246064E-014     0.10311305E-014
     0.30000000E-001    -0.26085904E-015     0.32439329E-015     0.15926930E-015
     0.31000000E-001    -0.63902876E-015     0.44495657E-015     0.37865761E-015
     0.32000000E-001    -0.17368919E-015     0.66591697E-015     0.45021495E-015
     0.33000000E-001    -0.63881192E-015     0.83830512E-015     0.63480037E-015
     0.34000000E-001    -0.14007892E-014     0.11397133E-014     0.10514593E-014
     0.35000000E-001    -0.18318680E-014     0.11571690E-014     0.12663481E-014
     0.36000000E-001    -0.87993848E-015     0.11991276E-014     0.13454949E-014
     0.37000000E-001    -0.99833336E-015     0.13542769E-014     0.10836601E-014
     0.38000000E-001    -0.89403311E-015     0.14354837E-014     0.83982300E-015
     0.39000000E-001    -0.44734182E-015     0.99226183E-015     0.88123953E-015
     0.40000000E-001    -0.89468363E-015     0.17208457E-014     0.13947177E-014
     0.41000000E-001    -0.10145964E-014     0.15668890E-014     0.15273156E-014
     0.42000000E-001    -0.12737207E-014     0.97491459E-015     0.16266285E-014
     0.43000000E-001    -0.18210260E-014     0.59099860E-015     0.16187138E-014
     0.44000000E-001    -0.14602035E-014     0.11655173E-014     0.19916794E-014
     0.45000000E-001    -0.18698151E-014     0.19283620E-014     0.22863113E-014
     0.46000000E-001    -0.25561150E-014     0.22002799E-014     0.18468300E-014
     0.47000000E-001    -0.21553939E-014     0.18870539E-014     0.16219665E-014
     0.48000000E-001    -0.24810883E-014     0.23160727E-014     0.24320823E-014
     0.49000000E-001    -0.21864021E-014     0.30258998E-014     0.26945677E-014
     0.50000000E-001    -0.18813076E-014     0.31783387E-014     0.26834004E-014
     0.51000000E-001    -0.24036762E-014     0.28672269E-014     0.29765686E-014
     0.52000000E-001    -0.31944933E-014     0.20036056E-014     0.32802537E-014
     0.53000000E-001    -0.31006014E-014     0.28232625E-014     0.29909343E-014
     0.54000000E-001    -0.30648227E-014     0.35920702E-014     0.31868497E-014
     0.55000000E-001    -0.31869039E-014     0.48296870E-014     0.38568324E-014
     0.56000000E-001    -0.29169375E-014     0.55635834E-014     0.39411427E-014
     0.57000000E-001    -0.29989032E-014     0.57728345E-014     0.33412672E-014
     0.58000000E-001    -0.32213815E-014     0.62652791E-014     0.34397669E-014
     0.59000000E-001    -0.35585684E-014     0.65614831E-014     0.34483050E-014
     0.60000000E-001    -0.34913478E-014     0.58841820E-014     0.31425058E-014
     0.61000000E-001    -0.36940936E-014     0.54936524E-014     0.32911499E-014
     0.62000000E-001    -0.36958284E-014     0.70467720E-014     0.39432433E-014
     0.63000000E-001    -0.21970273E-014     0.73735506E-014     0.32299467E-014
     0.64000000E-001    -0.22523216E-014     0.82369007E-014     0.28972050E-014
     0.65000000E-001    -0.16745503E-014     0.80464064E-014     0.29973853E-014
     0.66000000E-001    -0.16848502E-014     0.82926287E-014     0.35132487E-014
     0.67000000E-001    -0.31375727E-014     0.86831584E-014     0.42930069E-014
     0.68000000E-001    -0.29667024E-014     0.87117813E-014     0.46926438E-014
     0.69000000E-001    -0.30501860E-014     0.75703332E-014     0.43841883E-014
     0.70000000E-001    -0.23617176E-014     0.77511782E-014     0.45722974E-014
     0.71000000E-001    -0.31888554E-014     0.61812534E-014     0.46048235E-014
     0.72000000E-001    -0.62786148E-015     0.69211130E-014     0.32942399E-014
     0.73000000E-001    -0.61989259E-015     0.58876515E-014     0.31205507E-014
     0.74000000E-001     0.19689111E-015     0.54296845E-014     0.25421288E-014
     0.75000000E-001    -0.70359300E-015     0.58989272E-014     0.31608830E-014
     0.76000000E-001    -0.95019478E-015     0.56398029E-014     0.32504381E-014
     0.77000000E-001    -0.10154638E-014     0.45941983E-014     0.30136484E-014
     0.78000000E-001    -0.94423167E-015     0.48880171E-014     0.33907339E-014
     0.79000000E-001     0.94640008E-015     0.60691469E-014     0.24875935E-014
     0.80000000E-001     0.79688860E-016     0.65264634E-014     0.31721587E-014
     0.81000000E-001    -0.41806836E-015     0.47353614E-014     0.23212769E-014
     0.82000000E-001    -0.17132563E-014     0.36737106E-014     0.35527137E-014
     0.83000000E-001    -0.12217874E-014     0.44007766E-014     0.26573795E-014
     0.84000000E-001    -0.37196808E-014     0.46232549E-014     0.37131756E-014
     0.85000000E-001    -0.39460622E-014     0.44389405E-014     0.32814463E-014
     0.86000000E-001    -0.42582040E-014     0.54652463E-014     0.35982502E-014
     0.87000000E-001    -0.24953997E-014     0.57729429E-014     0.28815925E-014
     0.88000000E-001    -0.24691620E-014     0.53592113E-014     0.27637398E-014
     0.89000000E-001    -0.19440829E-014     0.70130533E-014     0.32106479E-014
     0.90000000E-001    -0.21819569E-014     0.77826200E-014     0.34875531E-014
     0.91000000E-001     0.50805714E-015     0.77099785E-014     0.19007148E-014
     0.92000000E-001     0.28445128E-014     0.80521527E-014     0.46685746E-015
     0.93000000E-001     0.41819846E-014     0.69640474E-014    -0.62450045E-016
     0.94000000E-001     0.45046432E-014     0.72175339E-014     0.23375399E-015
     0.95000000E-001     0.42395558E-014     0.59186597E-014    -0.10431109E-014
     0.96000000E-001     0.43284603E-014     0.67411354E-014    -0.10118859E-014
     0.97000000E-001     0.73872115E-014     0.73036195E-014    -0.31149128E-014
     0.98000000E-001     0.74549741E-014     0.73075226E-014    -0.29552641E-014
     0.99000000E-001     0.83088918E-014     0.87983006E-014    -0.30808147E-014
     0.10000000E+000     0.94694218E-014     0.82689931E-014    -0.40856533E-014
     0.10100000E+000     0.88345130E-014     0.76828734E-014    -0.37813719E-014
     0.10200000E+000     0.76193392E-014     0.64888416E-014    -0.30195573E-014
     0.10300000E+000     0.83353463E-014     0.65083572E-014    -0.34019012E-014
     0.10400000E+000     0.80421780E-014     0.63300060E-014    -0.44423016E-014
     0.10500000E+000     0.10466888E-013     0.70630351E-014    -0.56216967E-014
     0.10600000E+000     0.10418749E-013     0.75785732E-014    -0.51752764E-014
     0.10700000E+000     0.95604948E-014     0.80053152E-014    -0.49815295E-014
     0.10800000E+000     0.97628069E-014     0.78026236E-014    -0.53522182E-014
     0.10900000E+000     0.10558828E-013     0.81991705E-014    -0.53973210E-014
     0.11000000E+000     0.10173286E-013     0.68232637E-014    -0.56329724E-014
     0.11100000E+000     0.10660309E-013     0.64674557E-014    -0.57635645E-014
     0.11200000E+000     0.11291749E-013     0.77802077E-014    -0.57499036E-014
     0.11300000E+000     0.11359837E-013     0.94258368E-014    -0.59135639E-014
     0.11400000E+000     0.11944872E-013     0.96503209E-014    -0.55391889E-014
     0.11500000E+000     0.10747479E-013     0.87276649E-014    -0.53133496E-014
     0.11600000E+000     0.10376248E-013     0.98945374E-014    -0.52089409E-014
     0.11700000E+000     0.10487704E-013     0.89835908E-014    -0.48170018E-014
     0.11800000E+000     0.10554491E-013     0.94600976E-014    -0.52205419E-014
     0.11900000E+000     0.10588752E-013     0.87118897E-014    -0.54505012E-014
     0.12000000E+000     0.10076141E-013     0.83739439E-014    -0.60162379E-014
     0.12100000E+000     0.12602766E-013     0.84542833E-014    -0.72748882E-014
     0.12200000E+000     0.12339088E-013     0.78852940E-014    -0.69766241E-014
     0.12300000E+000     0.12473095E-013     0.80645668E-014    -0.68725407E-014
     0.12400000E+000     0.11950076E-013     0.82554406E-014    -0.64346315E-014
     0.12500000E+000     0.13127737E-013     0.96961284E-014    -0.61847229E-014
     0.12600000E+000     0.11943788E-013     0.92986599E-014    -0.54240466E-014
     0.12700000E+000     0.96112354E-014     0.82738720E-014    -0.50541168E-014
     0.12800000E+000     0.96736855E-014     0.70000971E-014    -0.61140329E-014
     0.12900000E+000     0.10561213E-013     0.68314495E-014    -0.59453310E-014
     0.13000000E+000     0.80053152E-014     0.67758299E-014    -0.47856684E-014
     0.13100000E+000     0.97255103E-014     0.76964260E-014    -0.53767754E-014
     0.13200000E+000     0.11272016E-013     0.83055307E-014    -0.59507520E-014
     0.13300000E+000     0.10808411E-013     0.86106252E-014    -0.59762308E-014
     0.13400000E+000     0.11535911E-013     0.87230570E-014    -0.67206440E-014
     0.13500000E+000     0.12273602E-013     0.95556158E-014    -0.74274354E-014
     0.13600000E+000     0.12345160E-013     0.96466888E-014    -0.73740927E-014
     0.13700000E+000     0.10149217E-013     0.91232360E-014    -0.61914449E-014
     0.13800000E+000     0.12965540E-013     0.93942866E-014    -0.73645517E-014
     0.13900000E+000     0.10040363E-013     0.91716999E-014    -0.66214395E-014
     0.14000000E+000     0.12357303E-013     0.10744227E-013    -0.76134845E-014
     0.14100000E+000     0.12625534E-013     0.11173896E-013    -0.74146418E-014
     0.14200000E+000     0.12734605E-013     0.11046394E-013    -0.74818624E-014
     0.14300000E+000     0.12783394E-013     0.12423114E-013    -0.73493728E-014
     0.14400000E+000     0.14091809E-013     0.12468542E-013    -0.77344815E-014
     0.14500000E+000     0.14402542E-013     0.12609054E-013    -0.78838845E-014
     0.14600000E+000     0.16150059E-013     0.12566987E-013    -0.85827612E-014
     0.14700000E+000     0.16511532E-013     0.12597074E-013    -0.88392835E-014
     0.14800000E+000     0.16570729E-013     0.12145937E-013    -0.88809168E-014
     0.14900000E+000     0.14178871E-013     0.10804942E-013    -0.79435156E-014
     0.15000000E+000     0.14959171E-013     0.10440216E-013    -0.86855436E-014
     0.15100000E+000     0.13111257E-013     0.10855791E-013    -0.78732593E-014
     0.15200000E+000     0.13204281E-013     0.10519580E-013    -0.73454697E-014
     0.15300000E+000     0.10503751E-013     0.10121840E-013    -0.57740271E-014
     0.15400000E+000     0.10588318E-013     0.92416309E-014    -0.59454395E-014
     0.15500000E+000     0.11099845E-013     0.96531940E-014    -0.63084303E-014
     0.15600000E+000     0.10170901E-013     0.10891461E-013    -0.45269778E-014
     0.15700000E+000     0.10676410E-013     0.10182393E-013    -0.46878734E-014
     0.15800000E+000     0.12484967E-013     0.10173936E-013    -0.61574010E-014
     0.15900000E+000     0.10987413E-013     0.99950430E-014    -0.58750747E-014
     0.16000000E+000     0.10377333E-013     0.10471550E-013    -0.52484059E-014
     0.16100000E+000     0.10247771E-013     0.11027203E-013    -0.53804617E-014
     0.16200000E+000     0.12199334E-013     0.10464503E-013    -0.64260663E-014
     0.16300000E+000     0.10791281E-013     0.82527301E-014    -0.64822279E-014
     0.16400000E+000     0.12157159E-013     0.77575750E-014    -0.70466636E-014
     0.16500000E+000     0.11326010E-013     0.77822948E-014    -0.63018167E-014
     0.16600000E+000     0.11332948E-013     0.70401584E-014    -0.65956355E-014
     0.16700000E+000     0.10686330E-013     0.62192005E-014    -0.59540047E-014
     0.16800000E+000     0.99946093E-014     0.73326761E-014    -0.55209743E-014
     0.16900000E+000     0.10116257E-013     0.79314810E-014    -0.47806811E-014
     0.17000000E+000     0.90082022E-014     0.69967903E-014    -0.46848376E-014
     0.17100000E+000     0.74974749E-014     0.62094427E-014    -0.40412552E-014
     0.17200000E+000     0.53593198E-014     0.55280216E-014    -0.36142964E-014
     0.17300000E+000     0.43979577E-014     0.49684107E-014    -0.33833613E-014
     0.17400000E+000     0.75774890E-014     0.57495241E-014    -0.43836462E-014
     0.17500000E+000     0.71494460E-014     0.59894039E-014    -0.35433895E-014
     0.17600000E+000     0.63134177E-014     0.47080395E-014    -0.33926854E-014
     0.17700000E+000     0.64825532E-014     0.51220963E-014    -0.32812295E-014
     0.17800000E+000     0.70321353E-014     0.60622080E-014    -0.38333052E-014
     0.17900000E+000     0.60241525E-014     0.65952018E-014    -0.35210550E-014
     0.18000000E+000     0.62173574E-014     0.55589214E-014    -0.41288587E-014
     0.18100000E+000     0.47557444E-014     0.46267244E-014    -0.38012128E-014
     0.18200000E+000     0.27697029E-014     0.29765686E-014    -0.37309565E-014
     0.18300000E+000     0.27199380E-014     0.27057349E-014    -0.37821309E-014
     0.18400000E+000     0.61245497E-014     0.43786589E-014    -0.47234352E-014
     0.18500000E+000     0.42286053E-014     0.40165354E-014    -0.36767464E-014
     0.18600000E+000     0.33685077E-014     0.26787383E-014    -0.34722659E-014
     0.18700000E+000    -0.24784862E-015     0.31702072E-014    -0.14449162E-014
     0.18800000E+000     0.15070410E-016     0.26264798E-014    -0.13361708E-014
     0.18900000E+000    -0.63176461E-015     0.19460345E-014    -0.97795036E-015
     0.19000000E+000    -0.47477213E-015     0.15524691E-014    -0.15548543E-014
     0.19100000E+000     0.97708300E-015    -0.30043242E-015    -0.33829276E-014
     0.19200000E+000     0.17421503E-014     0.84589453E-015    -0.33350059E-014
     0.19300000E+000     0.28441333E-014     0.46208697E-015    -0.34465703E-014
     0.19400000E+000     0.31380063E-014    -0.61018898E-015    -0.31542694E-014
     0.19500000E+000     0.21608149E-014    -0.70928506E-015    -0.32788442E-014
     0.19600000E+000     0.46262907E-015    -0.97166199E-015    -0.31343201E-014
     0.19700000E+000     0.74191955E-015    -0.54014952E-015    -0.38163916E-014
     0.19800000E+000     0.18017272E-014    -0.13175225E-014    -0.49750243E-014
     0.19900000E+000     0.18264470E-014    -0.99898388E-015    -0.47975946E-014
     0.20000000E+000     0.40779012E-014    -0.21122427E-014    -0.57101134E-014
     0.20100000E+000     0.28826767E-014    -0.12676492E-014    -0.51320710E-014
     0.20200000E+000     0.29413321E-014    -0.19804037E-014    -0.54551632E-014
