     0.00000000E+000     0.93736259E-002     0.68899714E-011     0.28561440E-003     0.10807659E-010    -0.42590386E-003    -0.10753408E-011
     0.75987693E-002     0.92465193E-002     0.86485117E-004     0.33591542E-003    -0.31659347E-004    -0.62897144E-003     0.12985587E-003
     0.15197539E-001     0.92207448E-002     0.60853344E-004     0.35004909E-003    -0.20019436E-004    -0.68911940E-003     0.83886798E-004
     0.22796308E-001     0.92284857E-002     0.50072120E-004     0.35490441E-003    -0.13713067E-004    -0.70656172E-003     0.55996857E-004
     0.30395077E-001     0.92472152E-002     0.44858707E-004     0.35810450E-003    -0.10175189E-004    -0.71293450E-003     0.41454461E-004
     0.37993846E-001     0.92770917E-002     0.43800920E-004     0.35997053E-003    -0.77036117E-005    -0.71930043E-003     0.33159368E-004
     0.45592616E-001     0.93134874E-002     0.44800528E-004     0.36376213E-003    -0.65576240E-005    -0.72621491E-003     0.27617030E-004
     0.53191385E-001     0.93579678E-002     0.47624923E-004     0.36763498E-003    -0.46064112E-005    -0.73499547E-003     0.21984920E-004
     0.60790154E-001     0.94092712E-002     0.51285929E-004     0.37022663E-003    -0.31307450E-005    -0.74328303E-003     0.18276054E-004
     0.68388924E-001     0.94704600E-002     0.54814789E-004     0.37439216E-003    -0.37043975E-005    -0.75284007E-003     0.12195037E-004
     0.75987693E-001     0.95399162E-002     0.59608403E-004     0.38034450E-003    -0.28677415E-005    -0.76181856E-003     0.89943127E-005
     0.83586462E-001     0.96168596E-002     0.65494867E-004     0.38556681E-003    -0.15253272E-005    -0.77272844E-003     0.44519899E-005
     0.91185231E-001     0.97045924E-002     0.70930076E-004     0.39173641E-003    -0.13762743E-005    -0.78152454E-003     0.18445427E-005
     0.98784001E-001     0.98043203E-002     0.75851956E-004     0.39896350E-003    -0.72831009E-006    -0.79536780E-003     0.20449921E-005
     0.10638277E+000     0.99164715E-002     0.83590921E-004     0.40674129E-003     0.51085865E-007    -0.81313492E-003    -0.54827207E-006
     0.11398154E+000     0.10042548E-001     0.90676987E-004     0.41521186E-003     0.15946831E-005    -0.82974449E-003    -0.30846891E-005
     0.12158031E+000     0.10185453E-001     0.99982515E-004     0.42361595E-003     0.17814157E-005    -0.85086801E-003    -0.59831167E-005
     0.12917908E+000     0.10350365E-001     0.11358650E-003     0.43335832E-003     0.25751997E-005    -0.87453839E-003    -0.80892891E-005
     0.13677785E+000     0.10534893E-001     0.13422091E-003     0.44170535E-003     0.25389198E-005    -0.90265669E-003    -0.13718963E-004
     0.14437662E+000     0.10753829E-001     0.16719476E-003     0.44969477E-003    -0.16920108E-005    -0.93777743E-003    -0.19579174E-004
     0.15197539E+000     0.11003944E-001     0.26660268E-003     0.46282767E-003    -0.24431588E-004    -0.98859307E-003    -0.40763558E-004
     0.15957416E+000     0.11120096E-001     0.39688201E-003     0.52131683E-003    -0.43971915E-005    -0.99544929E-003    -0.15530037E-003
     0.16717292E+000     0.11302140E-001     0.27723199E-003     0.52054050E-003     0.69028699E-005    -0.92218522E-003    -0.67620814E-004
     0.17477169E+000     0.11682503E-001     0.26201297E-003     0.53441337E-003     0.68015689E-005    -0.98400283E-003    -0.30165294E-004
     0.18237046E+000     0.12117596E-001     0.30372746E-003     0.54698893E-003     0.21999624E-005    -0.10334074E-002    -0.15109258E-004
     0.18996923E+000     0.12652358E-001     0.39919115E-003     0.55335051E-003    -0.24716271E-004    -0.10683946E-002     0.43878017E-004
     0.19756800E+000     0.13318275E-001     0.62094637E-003     0.65366824E-003    -0.11937199E-003    -0.13796956E-002     0.22240145E-003
     0.20516677E+000     0.14294903E-001     0.11826081E-002     0.73027441E-003    -0.10718612E-003    -0.16724374E-002    -0.16928836E-003
